image_id,label
46514481-2d8b-4d49-8991-012e1bfd34f6.jpeg,swimming
ec66e513-adac-4a30-b6a9-3d647ee6e46b.jpeg,greco-Roman_wrestling
4d60732e-d680-4bfd-9067-70ff8137f537.jpeg,running
93327011-8e3d-4f0d-849d-a26ddaf6488b.jpeg,football
b6853478-48c1-48b2-b104-74903730c831.jpeg,sailing
5eafdb0f-11ab-48ee-a1f9-719bb46cf5b1.jpeg,greco-Roman_wrestling
883cbb31-9570-461f-8e69-7af9cd1976f0.jpeg,basketball
60926f36-78ba-43c3-a324-31d8d644f9a0.jpeg,fencing
cea70452-4db1-472a-a57a-49d3da830722.jpeg,sailing
ab7df079-56f1-4b3f-b07a-0969a5669703.jpeg,surfing
6068fbf9-ea69-4282-aead-d21da6cc425b.jpeg,alpinism
15fb68a1-ba90-4d36-b630-23bc064179e9.jpeg,golf
d8f34473-bc99-4773-8269-801510f57506.jpeg,sailing
57c692e4-aa28-4465-a9c9-a46f6fa7eede.jpeg,water_polo
09fb995a-c2f7-4f3b-a619-1a5a7335aad7.jpeg,sailing
13d84966-c246-49fe-8858-4c94afbc20e8.jpeg,rugby
35860dff-a7b1-4607-a091-ea162abca943.jpeg,golf
623e0042-39da-4d9f-a93b-22997509330b.jpeg,fencing
c26e574c-e75e-49c7-850b-139cdd812b94.jpeg,horseback_riding
4b55375a-98e3-4bf3-b1e0-76b7d44fdeb3.jpeg,basketball
0927e635-adec-42c8-a751-4747720ff442.jpeg,sambo
8a2a56a7-23da-4dc9-9c63-51fdf1ee99f3.jpeg,hockey
9ea2a74d-a29f-49be-ac81-3ae8b3ab4a1a.jpeg,alpinism
7b8eb7f9-28ed-4338-84ba-23508ffb8726.jpeg,sailing
d457d5df-8755-49a3-a2ac-839bb3abe711.jpeg,taekwondo
945d642e-a886-471e-bfa3-449818fda4ca.jpeg,skating
de28880f-28f4-4c31-830e-4f869ba74e68.jpeg,football
a0fd5741-7961-4493-a7fd-954ef0104a25.jpeg,water_polo
e365a8e8-dc44-4a96-a669-c4aeb205a738.jpeg,rugby
6a2e5623-03ca-4fd0-a213-097a54f412ed.jpeg,running
6fce96ce-35bd-453c-a5d9-48300374153d.jpeg,fencing
e921a2d5-33cd-46b2-8bc3-d33cb243b5a2.jpeg,swimming
68b6b327-97aa-4bbe-bf84-6bac5144fcf8.jpeg,taekwondo
ef659b8e-a21e-46e4-96fd-820559115486.jpeg,sambo
8cf4f372-db2b-4ebb-83c5-274b5808b3ae.jpeg,football
174acab1-2472-4e69-aead-7dc33e771e03.jpeg,boating
873f362e-ca0c-4c12-8996-477874a9332e.jpeg,boating
24c3879d-0224-400f-b9ec-0862a29fea36.jpeg,water_polo
dedd2e49-5e26-4c08-a903-05e2aec18990.jpeg,taekwondo
5c05a336-db3d-4793-9bd4-6817539600c5.jpeg,ski_race
25da8a39-91dc-41ed-a6c5-ea5eeeb5096c.jpeg,tennis
4218df5a-66ee-4c60-8a16-a01a8bc9ffcd.jpeg,hockey
723a4f4a-e7f5-46f8-9493-af1728391a11.jpeg,rugby
194e50da-ebe1-436c-a6f2-557ea7dd4104.jpeg,boating
1cf994bb-e6c6-458a-abe1-7bba1af73fd8.jpeg,velo
b0fe6625-aa11-4de5-a08a-d39a4cd6e018.jpeg,taekwondo
4d8dbad5-65d0-403f-8ba3-5c2682db20ea.jpeg,golf
114a263c-8295-4018-a3ec-317ff8b56e77.jpeg,handball
8b44c520-f793-4d0c-8d17-5cc32ee60402.jpeg,boating
2d198b2b-6b83-40d1-902f-dc38fd4c8e25.jpeg,surfing
cbba902e-4d08-4c98-bf85-bd95bcb18e01.jpeg,horseback_riding
6674f5f6-45a8-4433-ae75-6edfba00b572.jpeg,skating
6f8958e6-2ed0-4f4b-ac57-900ae3b11f8a.jpeg,surfing
8abb2984-1680-445d-98ab-74ca01fcc87c.jpeg,surfing
bf9ad14b-05f9-4fb6-adbe-1f19b4c6d090.jpeg,running
35dee9ff-77b7-40ae-a7ff-4694ad48f02e.jpeg,skating
07be9e0b-9733-4fe7-bfdf-b8005b873af8.jpeg,arm_wrestling
027170c7-1ea7-4caa-ab67-113b29146d24.jpeg,hockey
1c0b8779-dde7-4d10-bf8d-38b618641ee3.jpeg,sambo
e5558f32-62f8-455f-aac4-879b6021c85d.jpeg,tennis
b206e91b-40a2-4855-b569-dbe4d72688f3.jpeg,tennis
62714668-41e0-4c06-8271-4cf990c42b8f.jpeg,sailing
9352e427-2bdb-4ce5-b465-efdd7eb685b9.jpeg,running
edc84cdd-3e90-4671-9dcf-03af515a65f6.jpeg,archery
d86e7480-72cf-4fcc-9ae4-c911214210e2.jpeg,hockey
ef387348-f784-4c8b-9948-9bd53de5eb8a.jpeg,sambo
bfd992d2-c0ad-4165-b8c5-882ac38004d2.jpeg,water_polo
3c9f3ca4-30bc-4c2e-9e42-cd6ec8871f8e.jpeg,pole_vault
0d0ee07c-3c0d-4fbd-a7c6-a8a3d608c4b7.jpeg,ski_race
07733c12-5fdc-4ffa-b1af-4b7b6b75caa5.jpeg,boxing
cf9734de-2164-4e5e-8f99-cd111a6993d5.jpeg,hockey
47450fb4-f29c-414e-8ee8-817f58768de6.jpeg,velo
68210efb-1f7d-43e3-8b4c-cbd4b6bcc794.jpeg,pole_vault
fa71b88e-11f2-46e4-a4e6-8d4885152a1f.jpeg,handball
9d347b03-7e6b-4286-b33d-af4f9279d4b3.jpeg,skating
3ea24e4f-2ab4-4dc3-8922-071e4522e0d2.jpeg,horseback_riding
2107eeb4-e7bb-4d92-8865-90e219b565b8.jpeg,velo
6d345816-0aef-48d0-bbff-804838537268.jpeg,surfing
a055f366-4e38-4a87-8f59-2387c95c4a81.jpeg,skating
4cb70fc4-789e-46a6-8bd1-8e89d1686275.jpeg,water_polo
215f1506-9608-40bf-9f59-c9dc5aad11ec.jpeg,pole_vault
fcd060ef-9ac7-431d-8762-a6a14e237113.jpeg,boxing
d5d39d56-bc52-4d25-8212-8e0aa0d5d7d3.jpeg,football
fa7a2e72-af05-4f87-a8cc-cd0d49c42cbf.jpeg,volleyball
ae5739da-54c4-49dd-af74-e9c1c18668cd.jpeg,boating
33b760f7-dbf0-4fb3-a316-a406108f6740.jpeg,boxing
8c2e8437-b0aa-43ba-b998-162ba26496b5.jpeg,rugby
487d99da-7936-4802-bfe1-05054c63f081.jpeg,handball
b81f834d-b716-45fd-a614-b65deb0396e4.jpeg,golf
976d18b6-f3f6-493c-87c8-e1a168a4e4cd.jpeg,taekwondo
95448986-146a-4ca1-8129-6cb2415e1801.jpeg,swimming
0383f826-cd5a-4d0d-b7d5-ccc7f35654c6.jpeg,horseback_riding
dc46ebae-2283-43b8-9443-9c000dd99ea0.jpeg,running
dee7d220-6f4f-4924-85df-aee4f4f7c301.jpeg,alpinism
7584be3d-c078-4988-abef-c1327956d0b5.jpeg,taekwondo
9f337611-7b0e-477d-96a8-4aa6bf341415.jpeg,horseback_riding
917c8747-7e35-46a2-be63-ae05e3118eb9.jpeg,archery
0fdf97f9-a992-4ba2-ac10-ab4c2cf513ec.jpeg,volleyball
02855dbc-3ef9-4313-97d5-dae1929ae79c.jpeg,skating
77a7957b-5b64-4681-a604-4723eae03888.jpeg,alpinism
6352ff79-f39f-46e5-9cf8-192e57eccfd9.jpeg,alpinism
0ebd2738-1ca9-4114-bf93-66a3556aeb63.jpeg,tennis
8c7fd281-e4fa-42dd-b97d-fceff1586b66.jpeg,basketball
db13d14a-e7b2-40cd-afd3-ba77f3ed2eae.jpeg,handball
30b73e72-d6f4-4f2f-8e6a-443212812d34.jpeg,archery
b2a94462-2cbd-4425-9750-5f9337638760.jpeg,basketball
4bf2bf72-ebda-4d36-b536-6489bae7d679.jpeg,alpinism
3ad8447d-d1b0-4aeb-8724-ccf85d7fef9b.jpeg,basketball
a5a19809-07b0-4726-8536-d14a8834d955.jpeg,tennis
956d85cb-037b-4812-8a65-5ee5024fac4e.jpeg,fencing
97e275f6-4369-48b4-a27e-5090de13761d.jpeg,basketball
9cd5b03c-3f83-4672-b572-05d9b0702ef8.jpeg,water_polo
c130b56d-3711-4ee6-838d-1b4c5046131b.jpeg,boxing
c1db29d8-9cd3-4a48-97a5-ae9e5d6c4e37.jpeg,surfing
82301951-9c6b-4a74-b4ce-d18396871510.jpeg,running
9708082b-37e9-41a0-ba9a-d7058cb7f196.jpeg,hockey
6dc9a28a-6927-42b8-8bf7-df5fe5edc3df.jpeg,velo
e370ad48-a312-48fc-ad43-ce3e69561e69.jpeg,horseback_riding
ee68ae24-fe88-4469-ad3c-dabdc917661a.jpeg,boating
1c036a59-aaff-463e-a559-4d6b8188c1d5.jpeg,arm_wrestling
0376dce2-1e53-48b4-b160-eeb8a8fbd84d.jpeg,football
53fa7b09-53ed-43d8-b451-8750260d7eb2.jpeg,pole_vault
a540be9e-077b-4802-9e9c-e5c573a76e3e.jpeg,boating
d1285a09-a593-4c88-bf41-6c7a3fb61afa.jpeg,gymnastics
5387546d-2ab8-4a69-8b9b-d79b765404b2.jpeg,alpinism
08d2c894-20d4-49c7-8214-59ad3882effe.jpeg,fencing
c0cd53fd-4902-42a6-bb47-907ead120375.jpeg,javelin-throwing
a283476b-9b77-49b0-92e1-635687be57ea.jpeg,football
1630dbcf-c18e-489c-ad75-74a700ae8cdc.jpeg,horseback_riding
583004f7-540a-42ea-b439-4d044023d56a.jpeg,golf
bfca882f-101b-4b61-a414-0cea3f8c8f12.jpeg,horseback_riding
6267ecc6-3345-4762-8a21-9763687e567f.jpeg,archery
28b59734-7ac1-4e16-83e8-323b535191b4.jpeg,badminton
bfbb6a76-720c-45da-9ad7-79fda8dc35df.jpeg,pole_vault
9c0b3a9d-78f4-48e3-ab47-0d866c6d1762.jpeg,golf
cef9972e-98e6-4493-94dc-0609b25855ab.jpeg,golf
801e9dc7-db9f-4e55-8804-72abea53b02b.jpeg,basketball
f51b3146-cd9b-4d26-bb60-5c1ed6d864b0.jpeg,sambo
1d38e930-4113-4260-8e4b-77be976ee27e.jpeg,hockey
58e076d0-f02b-49ef-bfc0-aecb4ca0e6d8.jpeg,horseback_riding
2e034c24-72ba-4488-ae35-6e2b9c581de3.jpeg,hockey
9c0a671f-8d12-4834-886b-55f23593da20.jpeg,sambo
b04d1f29-c23f-436d-abc9-94cc47951e61.jpeg,handball
535bc765-c02a-46bf-a859-39b814b64271.jpeg,football
d7077a1d-94cc-4298-ab1f-4fd9ca28a92b.jpeg,basketball
8ac6863f-fa48-43b3-8161-c7f3fa73a593.jpeg,velo
914dbe01-a953-4213-84b6-44b883738703.jpeg,surfing
f56eea26-29af-4b7b-83f3-d2dbed5ef910.jpeg,velo
1764fc2c-0074-4b0e-b8a2-26935a921424.jpeg,basketball
69695a04-17fa-4d15-a63b-d7259d4ac6b5.jpeg,velo
7e65c510-3c31-418a-b0ca-a47011290b80.jpeg,running
e0728da1-dcff-4aae-bf53-2cb7786b1c55.jpeg,greco-Roman_wrestling
3494889e-7969-455a-b1be-0dadd3e5e119.jpeg,handball
b9355041-ec94-4e54-8add-5ac996156531.jpeg,skating
347d60ae-68bd-45b6-b287-c6cd1ad80c9e.jpeg,basketball
f5683fd2-cb2f-4254-8c70-5ca3f78975fb.jpeg,tennis
d3cfe2e2-9d8b-4936-bf4e-da59cfedee3d.jpeg,skating
be29bb2b-775c-443e-9975-a35e5a021985.jpeg,taekwondo
ed166768-8469-4443-bc60-e494bd3e2285.jpeg,sambo
cc4432e0-e607-42fa-83a5-75aa33ab4776.jpeg,javelin-throwing
632f65ce-10bd-46b4-955a-f87abb3b0f48.jpeg,sailing
14ee27cb-0ba6-4db9-8426-7c322457a966.jpeg,football
0dfcf5bf-8b9b-46d6-926c-8af5d61d25f7.jpeg,boxing
7a23fc49-57d8-4a29-93ba-30749f390821.jpeg,basketball
d544383f-bdb0-460e-adbe-693a3e32cda5.jpeg,sailing
09ce755c-50b4-40c7-b4f1-f2a807b9750a.jpeg,swimming
219f3a2b-eaa5-4f45-8a37-9f9daaaa6216.jpeg,basketball
bc515b8a-9fb9-409d-9864-4094a73b9273.jpeg,basketball
df3a790f-1d58-43ef-89a1-0a4eaa29d7ca.jpeg,sambo
11438731-d012-49d3-afd0-9f6c28063f7a.jpeg,running
2e17d789-3ac7-4810-9f1e-c9f63e748a77.jpeg,gymnastics
6131b289-8c1b-4f5e-8048-6d395f6cf3b1.jpeg,archery
82255125-cb47-4e28-b981-ccedf0af583a.jpeg,skating
706bb653-5ef3-4c9a-91a9-c0489d40168b.jpeg,golf
a7a925f5-8a26-4556-a488-11c6d870cd5a.jpeg,boating
f6e14c02-52ec-4dec-ab75-bfa47c9c6268.jpeg,water_polo
4e49382a-7117-490f-9d82-ad9066aec038.jpeg,football
a0cf1542-9599-48e7-8f1d-a99f40c53e76.jpeg,velo
9afaf792-ad86-4078-8005-b5455d000102.jpeg,boating
a2164326-6956-4ffe-8f57-407e777791ff.jpeg,alpinism
05221bb3-4dae-4578-80aa-535db6dac3f6.jpeg,fencing
e2a6b189-9634-4411-823c-209a16a34b27.jpeg,basketball
4f723d8e-fb69-4667-8f6c-432190776847.jpeg,sailing
2a0e5912-b3d4-4a01-8cc1-e163ab845e3b.jpeg,hockey
91194777-48bd-4a01-b9a8-abf529b89594.jpeg,horseback_riding
acac0178-49cb-49ff-85af-1f4bbbf25ee9.jpeg,football
9e28ecc3-6814-40bc-b51e-30ce09109be6.jpeg,archery
2a635c4b-ef62-4203-9a6c-726c5bc5e7f0.jpeg,football
b21dc7e7-379f-4e68-bb24-1bda33a18012.jpeg,volleyball
